Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@YShagaya,@jaznasnbc @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct N250:00k,2020-04-01 14:37:21,und,,0.0,0.0,@jaznasnbc,Yahya,"A Pilgrim | Disciple of Christ |  Conservative | Evangelical |Opinions = mine, Rt Not the same as endorsement",1316.0,27054.0,366.0,215.0,0.0,False,,
@Promise13391359,@MBuhari Give us money we are dien,2020-04-01 14:37:15,en,,0.0,0.0,@MBuhari,Promise Prince,,19.0,29.0,14.0,0.0,0.0,False,,
@Delerex,@sadiqsans @adeyanjudeji @MBuhari @ProfOsinbajo @APCNigeria Reminder on Your 2015 Promises!!!,2020-04-01 14:37:15,en,,0.0,0.0,@sadiqsans,aDelere,,1322.0,1108.0,526.0,105.0,0.0,False,,
@9layinka,"@SympLySimi @MBuhari He wont see this, baba cant operate android phone o.",2020-04-01 14:37:12,en,,0.0,0.0,@SympLySimi,let.love.win,,1042.0,3983.0,1256.0,312.0,0.0,False,,
@Lax44Max,"@SympLySimi @MBuhari Try locate me with blessing
Hunger is much
I pray make God use u to help 
2118792888
UBA Bank
Maxwell Ugochukwu",2020-04-01 14:37:11,en,,0.0,0.0,@SympLySimi,MaxLax44,God For Everlasting,219.0,12.0,113.0,1.0,0.0,False,,
@symply_chigal,@SympLySimi @MBuhari That's naija for you...,2020-04-01 14:37:09,en,,0.0,0.0,@SympLySimi,chigal_,".fashion model
. An occupational therapist 
🥰😘",238.0,472.0,173.0,39.0,0.0,False,,
@Franca2k19,"@SympLySimi @MBuhari I wonder oooh..
This country don Taya me eeeh 😏",2020-04-01 14:37:04,en,,0.0,0.0,@SympLySimi,Egejuru Franca,"I am who God says I am😗😗
God please grant my heart desires Amen🙏",118.0,463.0,275.0,30.0,0.0,False,,
@AyoCraze,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Money heist lol,2020-04-01 14:37:02,en,,0.0,0.0,@BashirAhmaad,obesere pikin ♻️,"Masquerade, be alert for you approach the highway... Cars Might Jam You.
It has occured, I warned you...it has occurred",493.0,73.0,325.0,278.0,0.0,False,,
@ella_nma,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct But wait is this virus a joke to you people?? Or your brains are just disconnected. You gather people to 'share' money ... In these times you're bringing people together in one place!!!! Kai !!! I shouldn't be in this country,2020-04-01 14:37:00,en,,0.0,0.0,@BashirAhmaad,Licht✨💫,superhuman,1396.0,5062.0,540.0,270.0,0.0,False,,
@Tinsnilloc,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct See how well dressed both women are and you call them poorest of the poor??  Did you just compare them to yourselves then determine that they are poorest of the poor?,2020-04-01 14:36:58,en,,0.0,0.0,@BashirAhmaad,Collins,,5938.0,1528.0,1784.0,495.0,4.0,False,,
@Okechuk38604204,@renoomokri @MBuhari It's true sir,2020-04-01 14:36:52,en,,0.0,0.0,@renoomokri,Okechukwu Chukwudi,I am doing good,37.0,7.0,93.0,1.0,0.0,False,,
@__alwaysmitchie,@SympLySimi @MBuhari This country dey inside well. No be today African China talk am.,2020-04-01 14:36:49,en,,0.0,0.0,@SympLySimi,Tobi.,24. Barça.,18551.0,14279.0,11806.0,11582.0,8.0,False,,
@officialsucces,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Everything in this country is a joke. How on earth can the govt claim that they are sending money to poor Nigerians when the real poor Nigerians don’t have bank accounts? In the end, the monies will be given to the people close to those sharing the money and that’s it.",2020-04-01 14:36:47,en,,0.0,0.0,@BashirAhmaad,d’actualizer,"we are captives of our own identities, living in prisons of our own creation//building technology//site manager//baker of pastries//freelancer//lover of God",96.0,1216.0,387.0,23.0,0.0,False,,
@Dipp_1,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct In a 21st century? This is all you guys could come up with ? Forget this is so messed up,2020-04-01 14:36:47,en,,0.0,0.0,@BashirAhmaad,♠️♠️♠️,,2949.0,13235.0,937.0,1092.0,0.0,False,,
@samtex2525,"@renoomokri @MBuhari This is what I longed should have be done .... But the reverse is the case .... Imagine some people sharing 2 pieces of indomie nodules along our street this afternoon...guess what ..many sustain some bruises!  indeed, I can say we are  suffering from, Hunger virus than corona",2020-04-01 14:36:44,en,,0.0,0.0,@renoomokri,Samtex,,246.0,587.0,77.0,15.0,0.0,False,,
@Charles97093206,@BashirAhmaad @MBuhari @FMHDSD Bashir is a clown,2020-04-01 14:36:40,en,,0.0,0.0,@BashirAhmaad,Papajingo,"Easy going, cool headed and a philanthropist",7211.0,2405.0,398.0,159.0,3.0,False,,
@ogoh_ediri,"@adeyanjudeji If you want different results, you most do things differently, what's the difference between this your campaign and @MBuhari own? Anybody here can say all this, first tell us your political party uncle",2020-04-01 14:36:35,en,,0.0,0.0,@adeyanjudeji,ogoh ediri,your next president,8520.0,2563.0,1140.0,270.0,3.0,False,,
@hopehofficiql,"@SympLySimi @FoureyedSAMA @MBuhari Now ur talk Mrs celebrity @SympLySimi  
#Isolation is killing are emotions slowly🙏🙏",2020-04-01 14:36:33,en,NG,0.0,0.0,@SympLySimi,Hope cares🤩😍,"follow me and I will Make u fishers of men
➡➡➡➡➡➡➡➡➡➡➡➡➡➡➡➡➡➡➡➡",348.0,17468.0,2895.0,3311.0,1.0,False,,
@peacekpaba,"@renoomokri @MBuhari 0023883342 Access Bank
Danson Peace Kpaba

I need this fa
Thank you sir",2020-04-01 14:36:30,en,,0.0,0.0,@renoomokri,God Over Covid-19.,"#Creative Analyst, #SocialInnovator, #Blogger and #sdgs advocate, #Humanitarian
#AkHealth #AkReads #AkConnectHub
#NasarawaTwitterCommunity",1231.0,4567.0,648.0,375.0,0.0,False,,
@domjazzy132,@renoomokri @MBuhari This man you are too much,2020-04-01 14:36:25,en,,0.0,0.0,@renoomokri,domjazzy1,"If you wanna know me ,follow back 🙏🏽",128.0,93.0,238.0,38.0,0.0,False,,
@GeorgeNwosud1st,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct These people and this govt no get sense I swear. Do you have a list of the poorest Nigerians?,2020-04-01 14:36:20,en,,0.0,0.0,@BashirAhmaad,Mantrizzle!,"Civil engineer/Urban Planner/Constrution consultant, Aquarius, Lovable guy with a big good heart. FF me n see where I'd take u to. Lolz",1626.0,1150.0,278.0,317.0,0.0,False,,
@justalvin33,"@Intergrity56 They are:
@MBuhari 
@BashirAhmaad
Osibanjo
Dr Lawani
Femi Gbaja
Adesina
Garuba
Tolu
Omojuwa
Onochie
Keyamo
Ovie
Jeff
Ayourb
@iyaboawokoya
All the propaganda pushing ediots",2020-04-01 14:36:19,in,,0.0,0.0,@Intergrity56,Enigma,"A scientist, green revolutionist and political enthusiast hoping to change the world #YNWA #LFC",18429.0,24850.0,2280.0,2236.0,0.0,False,,
@AlesinloyeL,@SympLySimi @MBuhari Must be naive... Is buhari your problem now..... Small girl with opportunities,2020-04-01 14:36:16,en,,0.0,0.0,@SympLySimi,Alesinloye L Ademola,life is easy... make it easy,530.0,300.0,1167.0,534.0,0.0,False,,
@FameKuajo,@SympLySimi @MBuhari Seen,2020-04-01 14:36:15,en,,0.0,0.0,@SympLySimi,Kuajo Fame,"I am an underground highly artist, a rapper, dancer, an actor, artist, and a writer as well",49.0,44.0,91.0,5.0,0.0,False,,
@hadd1nzarewa,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct 30m chup chup,2020-04-01 14:36:14,ht,,1.0,0.0,@BashirAhmaad,Haddin,"CMC, CEO
Muslim ☪️ 🕌
10th Aug  🎂
Agriculturist 🚜🌳🍍🍌 #Atletico de Madrid",3208.0,39402.0,4983.0,2876.0,1.0,False,,
@iamvickyloml,@renoomokri @MBuhari God bless you for this post...I can never trust buhari govt..,2020-04-01 14:36:10,en,,0.0,0.0,@renoomokri,Victor Jonathan,"Actor
Comedian😂😂
Social Media Influencer💓💓
Political Scientist
Founder And CEO Of Ibom Explorers.💓💓",259.0,3755.0,501.0,534.0,0.0,False,,
@BadruOlalekan6,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct You people are the number one oloriburuku, how did you know the poorest, can you swear with your life that their won't be fraud in it. The money donated so far are more people living in this country, why not transfer it to our bank  account.  Useless leaders",2020-04-01 14:36:09,en,,0.0,0.0,@BashirAhmaad,Badru Olalekan,Simplicity,188.0,444.0,2004.0,87.0,0.0,False,,
@Sky43561792,@SympLySimi @MBuhari My dear this is serious,2020-04-01 14:36:09,en,,0.0,0.0,@SympLySimi,Sky,nice and cool guy to go with,2.0,1.0,193.0,1.0,0.0,False,,
@excelafagha,"@WolisiP @MBuhari Honestly, I would like to see the National Data of Nigerias poor, how they manage to capture it, and see who is getting this money.",2020-04-01 14:36:03,en,,0.0,0.0,@WolisiP,afagha emmanuel,"I find intelligence fascinating. Global Health enthusiast, cervical cancer awareness advocate. #NoToToxicMasculinity #NoToToxicFeminity",8271.0,23256.0,888.0,656.0,15.0,False,,
@Bryanbigha,@kanyebaba @NGRPresident @MBuhari @nassnigeria They’d better do so,2020-04-01 14:35:58,en,,0.0,0.0,@kanyebaba,MystikMindz🔥🐉,"Fela was great, I’ll be greater🙏🏾. political scientist, free thinker. ambivert 💭, freelance blogger, rapper...",3447.0,2309.0,1700.0,550.0,1.0,False,,
@LionOwoblow,@SympLySimi @MBuhari @MBuhari #LockDownNigeria we no see everything,2020-04-01 14:35:52,en,,0.0,0.0,@SympLySimi,COVID19,Undergraduate in kwara state university. Department of mass comm.. Nice to be with and cool to chat with.. Dream chase the plain is to buy Nigeria from slavery,87.0,36.0,133.0,22.0,0.0,False,,
@sexyagbero,@SympLySimi @MBuhari I tire oo,2020-04-01 14:35:49,en,,0.0,0.0,@SympLySimi,Eniola,Smarrrrt mouth,4.0,9.0,31.0,6.0,0.0,False,,
@mishetima,@TaiwoJazz @BrownEcca @KemiOlunloyo @NTANewsNow @FemAdesina @GarShehu @MBuhari At last,2020-04-01 14:35:46,en,,0.0,0.0,@TaiwoJazz,Major General BgDy,"Chemical Engineer, Software Engineer",972.0,378.0,1691.0,212.0,2.0,False,,
@c_ewenike,@SympLySimi @obey_fabiyi @MBuhari y'all don't be having light?wao,2020-04-01 14:35:45,en,,1.0,0.0,@SympLySimi,sunny🖤,BraveHeart - the hardest part about playing chicken is knowing when to flinch 🦅 IG: https://t.co/m3n9kblMFZ,10953.0,46654.0,12759.0,13617.0,2.0,False,,
@ChinonsoDavid11,@SympLySimi @MBuhari E tire me jare,2020-04-01 14:35:41,it,,0.0,0.0,@SympLySimi,Chinonso David,cool and gentle,109.0,30.0,61.0,7.0,0.0,False,,
@Olayubra,@SympLySimi @MBuhari Buhari begs for vote we give am....but nah Abba kyari dey use am. Now who's powerful Dan kyari??? Even osinbanjo was silent 🙆🙆🙆 we don enter next level,2020-04-01 14:35:41,en,,0.0,0.0,@SympLySimi,olatunji yusuf,Olayusbra,896.0,675.0,399.0,51.0,0.0,False,,
@Brymo4all,@SympLySimi @MBuhari @SympLySimi the light in my area is steady.,2020-04-01 14:35:39,en,,0.0,0.0,@SympLySimi,Brymo,A tech lover💥,553.0,791.0,195.0,174.0,0.0,False,,
@Ralph_Abimbola,"@SympLySimi @MBuhari The right thing to do is to mention your DISCO in your tweet, not someone that is busy washing his hand in the toilet",2020-04-01 14:35:35,en,,0.0,0.0,@SympLySimi,Mr Ralph,"Son, husband and father. Lover of God. Passionate Nigerian. #TeamGunners #HallaMadrid",6487.0,2649.0,1727.0,502.0,3.0,False,,
@JoshuaNnaji18,@Wahab_remi @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Oga urge your leaders to better your country.americans no get two head. 60 years of independence no be 60 days.,2020-04-01 14:35:34,en,,0.0,0.0,@Wahab_remi,Joshpowerson,just a good boy with lotta bad habits,436.0,704.0,167.0,59.0,0.0,False,,
@princekay1972,@renoomokri @mr_kenex @MBuhari Does it read his message someone who does not know schools in Nigeria has closed because of covid 19 yet talk about free school feeding,2020-04-01 14:35:32,en,,0.0,0.0,@renoomokri,PRINCE K,Am senior production officer in Daar Communication Plc  (AIT),387.0,233.0,479.0,111.0,1.0,False,,
@simijnr,"@SympLySimi @MBuhari Please tell him for us,they said we should isolate,we are in isolation now,no light.
The system of government in this country needs prayer.@MBuhari",2020-04-01 14:35:32,en,,1.0,0.0,@SympLySimi,thatslimgirl,"I'm a singer
I'm a writer
I cook and dance
I am fun to be with",183.0,492.0,66.0,31.0,0.0,False,,
@IMWLD,The #failed @MBuhari government is confused. Their lies and propaganda have been exposed. https://t.co/iATpB0i11e,2020-04-01 14:35:30,en,,0.0,0.0,,IMAGE WORLD,There are pockets of wealth in Nigeria. Mostly those pockets are in the politicians’ pants. Report corruption regardless of loyalty to incumbent or party,7626.0,158.0,170.0,81.0,4.0,False,,
@042carfreak,@Hastay100 @DebbyTheDove @kabirmukhtar91 @BashirAhmaad @MBuhari @FMHDSD No be Ode na Iti,2020-04-01 14:35:29,und,,0.0,0.0,@Hastay100,042CARFREAKS/LOVERS,"All Ye Car lovers, come around let's know about cars and love cars with me❤️ you can also buy and sell through us..... we deliver to anywhere in Enugu......",1023.0,294.0,720.0,478.0,1.0,False,,
@chammy_n,@SympLySimi @MBuhari Really hard!  😟,2020-04-01 14:35:27,en,,0.0,0.0,@SympLySimi,Chammy N_jr,,12.0,6.0,38.0,0.0,0.0,False,,
@Dipp_1,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct This was just for the photo ops,2020-04-01 14:35:23,en,,0.0,0.0,@BashirAhmaad,♠️♠️♠️,,2949.0,13235.0,937.0,1092.0,0.0,False,,
@Noha85717512,@Moh_Jamea @MBuhari النيجيري بتكلم معاك زي العايز يدقك هههه,2020-04-01 14:35:23,ar,,0.0,0.0,@Moh_Jamea,Noha,,169.0,207.0,26.0,23.0,0.0,False,,
@mayorxspro,"@SBWARAH @Rony37220245 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Kai
Tell me what is wrong in his statement?",2020-04-01 14:35:21,en,,1.0,0.0,@SBWARAH,Mayor,| Professional Services |,2338.0,5458.0,781.0,339.0,0.0,False,,
@93511Bright,"@renoomokri @MBuhari sir I knw ur a human being with ur own personal responsibilities, but the reason why people are always begging u money is because of ur good heart,  nobody will want to beg Buhari or senators becus there evil heart is very obvious. they just bought new cars while people are dying",2020-04-01 14:35:20,en,,0.0,0.0,@renoomokri,chinasa bright,Football Local News News All Sports Government Entertainment Music,9.0,11.0,163.0,21.0,0.0,False,,
@Paultarddy,@iamphoohard @iSlimfit @BravekingDoluh @MBuhari @HenshawKate @NCDCgov @followlasg @DigiCommsNG Heal the world,2020-04-01 14:35:11,en,,1.0,0.0,@iamphoohard,Jᴀᴍᴇs Tᴀᴅᴇ Pᴀᴜʟ,"🇸 🇮 🇳 🇬 🇪 🇷 _🇵 🇦 🇺 🇱                                             
Ｃｏｎｑｕｅｒ ｆｅａｒ, Ｃｏｎｑｕｅｒ ａｌｌ

IG=@Jamestarddy                       
FB=James Tade Paul",477.0,2836.0,887.0,379.0,0.0,False,,
@Adetunbi_1,"@olajids @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct @b_winklevoss See, I am tired.",2020-04-01 14:35:11,en,,0.0,0.0,@olajids,Adetunbi,"A realist, innovator, future activist, a freelance writer, business development and innovation executive.. my opinions are mine.. #arsenal",3317.0,4668.0,450.0,366.0,1.0,False,,
@Ololade51634841,@SympLySimi @MBuhari I tire for this joke country maami..... This is Nigeria where everything is a joke,2020-04-01 14:35:06,en,,0.0,0.0,@SympLySimi,Ololade 👑OJAY👑,Cool and soft,24.0,3.0,80.0,7.0,0.0,False,,
@ayilo_j,@slime_ddee @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Mad oh,2020-04-01 14:35:03,en,,1.0,0.0,@slime_ddee,NORTHking,"\\Biologist\\
music freak\\ Jhene Aiko's Boo\\
//Arsenal//
coyG",19261.0,35724.0,8923.0,8330.0,0.0,False,,
@LionOwoblow,@SympLySimi @MBuhari @MBuhari,2020-04-01 14:35:01,und,,0.0,0.0,@SympLySimi,COVID19,Undergraduate in kwara state university. Department of mass comm.. Nice to be with and cool to chat with.. Dream chase the plain is to buy Nigeria from slavery,87.0,36.0,133.0,22.0,0.0,False,,
@AsogwaAgatha,@BadmusOwolabi @daily_trust @MBuhari @segalink @followlasg @NCDCgov @Intergrity56 He is abroad,2020-04-01 14:35:01,en,,0.0,0.0,@BadmusOwolabi,Asogwa Agatha,,530.0,773.0,22.0,5.0,0.0,False,,
@rhenoma,@Sani_Scholar @KadariaAhmed @channelstv @NatashaAkpoti @dino_melaye @FakhuusHashim @thefaridaadamu @hassana_maina @FMWA_ng @tvcnewsng @daily_trust @segalink @aishambuhari @MBuhari @PoliceNG @RuggedyBaba @BashirAhmaad,2020-04-01 14:34:53,und,,0.0,0.0,@Sani_Scholar,IG: @rhenoma1,"Digital Marketing Strategist, Journalist, Entertainment and lifestyle blogger",10201.0,10962.0,1004.0,1123.0,1.0,False,,
@Ema25130704,@BashirAhmaad @MBuhari @FMHDSD How come you are gathering people at such a time like this? Where is the preventive measures here? Why don't u take the money to their homes?,2020-04-01 14:34:50,en,,0.0,0.0,@BashirAhmaad,Big4,eebig4@gmail.com,23.0,29.0,78.0,3.0,0.0,False,,
@Newtondsaliu,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Scam alert,2020-04-01 14:34:43,en,,0.0,0.0,@BashirAhmaad,BOJU BOJU®,Conscience natural by truth.,4424.0,933.0,1918.0,594.0,1.0,False,,
@rafiki_32368,@rotimidaddy_ @renoomokri @samnature20 @MBuhari You earned a fellow man it's called opportunity in every war their is something to gain negative or positive,2020-04-01 14:34:43,en,,0.0,0.0,@rotimidaddy_,OHARARA'S FIRST SON,A ship owner in the making,141.0,129.0,43.0,22.0,0.0,False,,
@Adebayo47717132,@iam_emmyquan @SympLySimi @MBuhari Is true do giveaway pls people are angry,2020-04-01 14:34:37,en,,0.0,0.0,@iam_emmyquan,Adebayo Adewale,,8.0,2.0,52.0,1.0,0.0,False,,
@Mashkura0,@authorhsh @MBuhari @BashirAhmaad @hadizel @HafsatMohBaba @Sadiya_farouq @ib__ism @___ummiey @iTafida___ @Bashir_Tijjani_ Allah ya kyauta,2020-04-01 14:34:32,in,,0.0,0.0,@authorhsh,💓💕 Priceless Jewel💕💓,"Am a cool,sweet gentle and easy going person. Alhamdulilah Alhamdulilah",163.0,1854.0,636.0,458.0,0.0,False,,
@MaryJos18887811,"@SympLySimi @MBuhari 2118453538 Zenith Rosemary Joshua 
Food items pls",2020-04-01 14:34:26,en,,0.0,0.0,@SympLySimi,Mary Joshua,"Am a singer 🎙 
Song 🎵 writer
Worshipper 
I am Rosella
IG:@rosemaryjoshua3
Whatsapp:09028914060
Facebook Mary Joshua
Email:joshuarosemary87@gmail.com",60.0,73.0,133.0,11.0,0.0,False,,
@FatalistB,@candybliss95 @SympLySimi @MBuhari You de follow ask person wey get Mikano gen wey de run 24/7,2020-04-01 14:34:24,en,,2.0,0.0,@candybliss95,Fatalist,*Son Of a Wealthy God*,15759.0,20934.0,4619.0,4394.0,3.0,False,,
@Dipp_1,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Bashir you are supporting this sort of distribution? Lol 😂 let’s wait till Friday and see what Nigerians will do,2020-04-01 14:34:23,en,,0.0,0.0,@BashirAhmaad,♠️♠️♠️,,2949.0,13235.0,937.0,1092.0,0.0,False,,
@Mohfresh3,@MBuhari God bless you Sir,2020-04-01 14:34:22,en,,0.0,0.0,@MBuhari,Moh,,358.0,226.0,119.0,74.0,0.0,False,,
@clementabel0071,"@SympLySimi @MBuhari Eskiss ma....the Nigerian power sector has been privatised and NEPA has therefore ceased to exist. Before advertising your emptiness,take time to copy intelligent people,even if you are naturally dull.

Thanks",2020-04-01 14:34:22,en,,0.0,0.0,@SympLySimi,#Montfort,,861.0,260.0,464.0,36.0,0.0,False,,
@9jamuncher,@thefoxlens @Tee_Classiquem1 @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Shut up. Which relief materials are they sharing Aisha? This government can make everybody look tribalistic,2020-04-01 14:34:21,en,,1.0,0.0,@thefoxlens,The Gbadamosi Voice,"Join our whatasapp group and let's tell you the Truth beneath the Truth of Lagos State. 
The corruption and hypocrisy is now oozing out. Follow @BOGbadamosi",3178.0,5575.0,880.0,802.0,4.0,False,,
@Isaacoladimeji6,@renoomokri @MBuhari 👍,2020-04-01 14:34:20,und,,0.0,0.0,@renoomokri,Isaacoladimeji@2017@gmail,,6.0,2.0,71.0,2.0,0.0,False,,
@abutugcfr,"@BashirAhmaad @africaupdates @FMHDSD @Sadiya_farouq @MBuhari @HUPcct ""Most poorest""",2020-04-01 14:34:19,en,,0.0,0.0,@BashirAhmaad,Abutu GCFR.,"#justkinging.
iconoclast.",13295.0,8354.0,470.0,605.0,1.0,False,,
