pos,neg,neu,compound,Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
0.0,0.0,1.0,0.0,@Massimo90735932,"@Kessunberber @epsilonov71 @Mzr_islem @Idir31813318 @BentBladi0 @ZuhirBenslama @mustang_texas @djebarak @doulnoun @samah10102584 @dzmohammed39 @Sanstort1964 @AmirDjaouadi @aissamraghibi3 @timetwopanic6 @zeerzidane @TamaraTamara142 @MBuhari أبدآ و ربو الكعبة نصوم بإذن الله عزاوجل إن قصفونا بي النواوي من هو أفضل منك إن قدر الله توفتك المانية فأنت صائم فقد قال رسول الله صل الله عليه و سلم(
من صام يوماً ابتغاء وجه الله ختم له بها دخل الجنة ) اللهم أرزقنا حسن الخاتمة",2020-04-02 00:21:11,ar,,4.0,0.0,@Kessunberber,Massimo,don't trust everything even the salt looks like sugar 👍🏻,2196.0,1564.0,77.0,44.0,0.0,False,,
0.119,0.1,0.781,0.1593,@_aideology,"Sorry, where is @MBuhari on this matter again? Oh yes, he has forgotten where he dropped his uniform.

Nigeria need leaders that would #GiveHope and #ProvideSolutions to #FixSociety https://t.co/ZQUyCX0W8D",2020-04-02 00:20:48,en,,0.0,0.0,,Asaba Boy™👤,Jesus Lover • Graphics Designer • Politics • Movies,475.0,922.0,72.0,35.0,0.0,False,,
0.16,0.13,0.71,0.128,@Sammykings13,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct @BashirAhmaad so this is what this govt can offer shame on @APCNigeria @MBuhari , when @renoomokri @DONJAZZY @DeleMomodu and others are giving people with thr person cash, Bashir and the failed govt sharing money party members.",2020-04-02 00:20:40,en,,0.0,0.0,@BashirAhmaad,kso,"just here to had fun. all na joke.
Manchester United, Real Madrid, music",1940.0,14100.0,2546.0,2252.0,0.0,False,,
0.0,0.355,0.645,-0.5106,@OtavboruoOvie,@damseltwisty @renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari Idiot 😂 😂,2020-04-02 00:20:06,sv,,0.0,0.0,@damseltwisty,The Ovie of Lagos (TOOL),"medical sales strategist, 
pharmacologist, 
certified logistic personnel.",2229.0,12734.0,55.0,219.0,0.0,False,,
0.085,0.082,0.833,0.0354,@babatunes,"@renoomokri @MBuhari Stop all this hypocrisy sir. This thing you just said is not making any sense, so sorry to say this ooo. So peeps like me wil get 10k each in three different accounts I’ve less than 10k abi... I don’t want such money.",2020-04-02 00:20:00,en,,0.0,0.0,@renoomokri,Hon. Oluwaseun Ayannubi,gentle and calm,559.0,273.0,141.0,26.0,0.0,False,,
0.0,0.0,1.0,0.0,@Dem_zie,"@MBuhari  qualification anyone😂🤣

Ori yi ti wa daaru patapata ni presidency yi https://t.co/dsCpse87eu",2020-04-02 00:19:33,tl,,0.0,0.0,@MBuhari,DM,"...MAKING MYSELF GREAT AGAIN 😜
Twitter is my amusement park. I am here for pastimes. #meditation #Neurorehabilitation #mindfulness. |PROGRESSIONIST",97428.0,13891.0,2311.0,2127.0,65.0,False,,
0.172,0.0,0.828,0.4019,@nduchibest,@amarachievarist @renoomokri @MBuhari Yes it will go a long long way 2085943108 Zenith Nduaguba Chinedu,2020-04-02 00:19:21,en,,0.0,0.0,@amarachievarist,Nduaguba Chinedu,"Politician with a mandate of liberation, conservative value, and passionate about transforming my environment and putting smiles on faces.",380.0,208.0,310.0,23.0,0.0,False,,
0.0,0.0,1.0,0.0,@Arliyors,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Maganar banza duk mabukaci baya abuja kubi kowace state asamu gettor area nan mabuqata suke ba wai abuja ba,2020-04-02 00:19:17,in,,0.0,0.0,@BashirAhmaad,Aleeyu ibrahim,"Am aliyu ibrahim.
former P. A to the Nuzamss,  former Org. Sec (NAMS)  and also staff to the Ansar technology Nigeria limited.",176.0,915.0,152.0,98.0,0.0,False,,
0.0,0.0,1.0,0.0,@dantollex,@renoomokri @MBuhari Baba u never blez me oooO,2020-04-02 00:17:41,en,,0.0,0.0,@renoomokri,Danbaba Dantollex Oreniyi,My attitude,23.0,95.0,136.0,7.0,0.0,False,,
0.0,0.0,1.0,0.0,@SissyRose10,@SympLySimi @MBuhari You can't give what you don't have,2020-04-02 00:17:26,en,,0.0,0.0,@SympLySimi,Sissy Rose,Am an Entrepreneur with loaded benefits.,48.0,76.0,263.0,10.0,0.0,False,,
0.353,0.0,0.647,0.5994,@charlesagbons1,@renoomokri @MBuhari Charles Uyi Agbonlahor 3016981952 first bank. God  bless u more,2020-04-02 00:16:54,en,,0.0,0.0,@renoomokri,Charly,,20.0,74.0,55.0,1.0,0.0,False,,
0.0,0.0,1.0,0.0,@alaoniyen,@equinoxboss @NGRPresident @MBuhari @GarShehu Why can't your profs contest for president,2020-04-02 00:16:47,en,,0.0,0.0,@equinoxboss,Alao re Owo re,"I represent change, are u?",61.0,13.0,94.0,6.0,0.0,False,,
0.0,0.0,1.0,0.0,@Holluwarseghz2,@SympLySimi @MBuhari I tire oo,2020-04-02 00:16:24,en,,1.0,0.0,@SympLySimi,🇳🇬#holluwarseghz#🇳🇬😎,A son of nobody dat has nobody and not trying to behave as anybody to become somebody😎✌peace to y'all follow i will  .#allizwell#allonGod,563.0,7569.0,1585.0,1228.0,0.0,False,,
0.0,0.0,1.0,0.0,@ChibuzorObi5,@renoomokri @MBuhari 3052081106 first bnk,2020-04-02 00:16:17,en,,0.0,0.0,@renoomokri,Mazi Chibuzor Obi,Biafra freedom is Paramount,165.0,126.0,35.0,2.0,0.0,False,,
0.0,0.0,1.0,0.0,@SirJay21626193,"@renoomokri @MBuhari Zenith Bank 
1005870267",2020-04-02 00:16:07,en,,0.0,0.0,@renoomokri,Sir Jay,,19.0,1.0,122.0,6.0,0.0,False,,
0.0,0.228,0.772,-0.7096,@Tee90papi1,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct What happened to their account u people would just make us see how incompetent ur useless government is,2020-04-02 00:15:56,en,,0.0,0.0,@BashirAhmaad,@_Tee90papi,love is special,16576.0,5370.0,4448.0,953.0,1.0,False,,
0.421,0.0,0.579,0.8473,@mie_kem,"@renoomokri @MBuhari 0259819566
Gt Bank
EDEM-JACK EKEMINI EKPENYONG
Anything atall would be very resourceful.
Thanks and God bless",2020-04-02 00:15:24,en,,0.0,0.0,@renoomokri,Kem Mie,Kem Mie| PR|Marketer @Weeshotit|Content Developer| Model Coach| Compère | Project Manager @queenmakers_offical,47.0,42.0,98.0,28.0,0.0,False,,
0.062,0.212,0.726,-0.6035,@deleodd,"@BashirAhmaad @MBuhari @FMHDSD In a country of almost 200 million people, this joker, @BashirAhmaad says ""10,695,360""are the most poor and vulnerable.

#Nigeria #Kakistocracy",2020-04-02 00:15:24,en,,0.0,0.0,@BashirAhmaad,Dele,"Plant a tree today, another tree tomorrow, and another tree every day of your life.... 

 #ClimateChangeIsReal #SayNoToRape",11625.0,5379.0,570.0,351.0,0.0,False,,
0.0,0.112,0.888,-0.7444,@sammy_prestige,"@BashirAhmaad @MBuhari @FMHDSD This is our money for crying out loud, this people are not doing a single favor for us as a Nigerians. I think there is life after all this Corona issue, where are we going? We back to square 1? What is d plan for Nigerians? Until u loot finish through covid 19? Ghosh",2020-04-02 00:15:15,en,,0.0,0.0,@BashirAhmaad,Olowookere Samuel,"Graphics design, logo creation, motion graphics, t-shirts/cap branding, souvenirs, bill boards, general printing. DM for order",4081.0,1843.0,180.0,97.0,0.0,False,,
0.0,0.323,0.677,-0.8591,@abah_manuel,"When the battle is over, what is the key learning for Nigeria? #COVID19Nigeria #COVID19Lagos  our low capacity to manage crisis  has been tested seriously @MBuhari @ProfOsinbajo",2020-04-02 00:14:50,en,,0.0,0.0,,Emmanuel,,286.0,36.0,144.0,31.0,0.0,False,,
0.152,0.0,0.848,0.78,@9th_SonofNov,"@Sadiya_farouq @BashirAhmaad Please! Why is this ACT biased????
Why is it basically for the northerners and central respectively? 
If @MBuhari  is the president of the northerners only he should make it known to us otherwise this act is VOID!!! 😡😡😠",2020-04-02 00:14:40,en,,1.0,0.0,@Sadiya_farouq,D.R.I.P.E.E.S.H.A 🌈🔱 🐝,ambivert 📍sapiosexual 🧠📍chef 👨‍🍳📍Event manager📍iWrite ✍️ 📍9th son of November 📍Scorpio ♏ 📍proudly 🌈 🇳🇬🔱 🐝📍 IG : @offishial_nelsongram 👈,330.0,551.0,296.0,26.0,0.0,False,,
0.0,0.0,1.0,0.0,@vincend7,Chers Présidents pourriez-vous rassurer les peuples africains qu'ils ne deviendront pas les cobayes des industries pharmaceutiques occidentales dans cette lutte contre le #COVIDー19 ? @Macky_Sall @AOuattara_PRCI @IssoufouMhm @MBuhari @ecowas_cedeao @PresidenceMali @_AfricanUnion https://t.co/rcBnM8MSbb,2020-04-02 00:14:23,fr,,0.0,0.0,,Aliw Njaay,droit public & droit de l'environnement,22137.0,3864.0,1274.0,1045.0,33.0,False,,
0.322,0.0,0.678,0.5859,@Mubarak15008599,@Aliyujari @NGRPresident @MBuhari @olusogaowoeye Wow. This is so commendable.,2020-04-02 00:14:16,en,,0.0,0.0,@Aliyujari,mustymustapha,Easy,1283.0,864.0,173.0,35.0,0.0,False,,
0.0,0.129,0.871,-0.5994,@AkendeTerhemen,"@BeautySIunit @DavisFamous3 @saraphsamuel @SympLySimi @Kklazzique @MBuhari These ur arguments make no sense to me because the last I checked, we are in naija and nothing is impossible here especially from the very moment snake swallowed 36m",2020-04-02 00:14:05,en,,1.0,0.0,@BeautySIunit,baBa rex,"If u ain't bringing happiness on board, fuckoff",140.0,632.0,171.0,26.0,0.0,False,,
0.0,0.0,1.0,0.0,@INVESTORYKAY1,@MBuhari https://t.co/sf3Jrl7VRg,2020-04-02 00:14:00,und,NG,0.0,0.0,@MBuhari,HABEEB OLAYINKA DAUDA,"A dedicated, detail-oriented Criminology student | Intern at Kwara State Judiciary High Court Of Justice| Reporter @KwaraReporters|",96.0,153.0,1010.0,367.0,0.0,False,,
0.0,0.0,1.0,0.0,@FOODPHOBIA,@renoomokri @MBuhari Access Bank plc; 0023497645; Ogunmadewa Tosin,2020-04-02 00:13:57,en,,0.0,0.0,@renoomokri,OGUNMADEWA TOSIN,I'm simple and cool.,23.0,181.0,111.0,14.0,0.0,False,,
0.0,0.0,1.0,0.0,@adigwu_john,@lurrenz2015 @MBuhari @obyezeks They have gone back to the drawing board for planning,2020-04-02 00:13:51,en,,0.0,0.0,@lurrenz2015,John Adigwu,"Leader,  political activist, lover of humanity, motivator, and a teacher, IVLP 2015",20048.0,1341.0,1126.0,932.0,0.0,False,,
0.0,0.0,1.0,0.0,@Odin33050699,@NathanielAgada1 @Sadiya_farouq @MBuhari The real people that need it don’t have BVN sir,2020-04-02 00:12:50,en,,0.0,0.0,@NathanielAgada1,one eye boy,,551.0,1261.0,130.0,40.0,0.0,False,,
0.0,0.0,1.0,0.0,@Raylegend121,"@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct That's #15 million sitting right there on the table that means we have 750,000 people gathered in one place.
What happens to bank accounts?

Why cash?

How can you audit this process and how do you guys measure accountability?

How do you deal with the crowd? If there is one.",2020-04-02 00:11:48,en,,0.0,0.0,@BashirAhmaad,Obaji O. Raymond,,116.0,279.0,303.0,43.0,0.0,False,,
0.315,0.0,0.685,0.3182,@investor_t_j,@SymplySola @Imamofpeace @MBuhari @UnlimitedEniola Comtanimated truth,2020-04-02 00:11:17,en,,0.0,0.0,@SymplySola,T.E.J.I.R.I💲,Stay aware of the latest information on the COVID-19 outbreak available on the WHO website and through your national and local public health provider,1524.0,2981.0,498.0,481.0,0.0,False,,
0.0,0.0,1.0,0.0,@LouisJe09920823,@SympLySimi @MBuhari They believe Nigerians are beggers but in d eyes of d Lord we pass dem,2020-04-02 00:10:21,en,,0.0,0.0,@SympLySimi,Louis Jeff,am special because am jovial,8.0,1.0,61.0,0.0,0.0,False,,
0.0,0.0,1.0,0.0,@belloridwana,@fash360degree @NGRPresident @MBuhari My don't let Nigeria change it for you..,2020-04-02 00:10:08,en,,0.0,0.0,@fash360degree,bello ridwan a,,41.0,15.0,58.0,18.0,0.0,False,,
0.0,0.0,1.0,0.0,@amohammed518,@MBuhari kaji faa https://t.co/9DaoZSMsRz,2020-04-02 00:10:00,in,,1.0,0.0,@MBuhari,Dan Amar ✊,"an urbanist, an environmentalist, an academist, a climate activist...an enthusiastic lover of wildlife..with special interest in urban environmental quality...",12355.0,8077.0,3188.0,1095.0,5.0,False,,
0.231,0.0,0.769,0.4939,@DesmondCduece,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct Y'all just want to spread the virus if its truly here .,2020-04-02 00:09:10,en,,0.0,0.0,@BashirAhmaad,MR C..J,"One day, everything you see, smell and touch today will not matter anymore .",6951.0,3965.0,1106.0,852.0,2.0,False,,
0.0,0.0,1.0,0.0,@giwa_abdulazeez,@RedeemedMarlian @TosinOlugbenga @BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct But you get mb. U dey use Android phone.,2020-04-02 00:09:08,en,,0.0,0.0,@RedeemedMarlian,giwa.ao💦,"Data Analyst (R, Python), Bioinformatics, Genetics, Usability Enthusiast",36409.0,31306.0,2003.0,733.0,3.0,False,,
0.308,0.0,0.692,0.5994,@emmyxz25,@renoomokri @MBuhari 0167361436 GTBank Gbadamosi Emmanuel Oluwatosin 💪 🙏. God bless you the more.,2020-04-02 00:08:34,en,,0.0,0.0,@renoomokri,Gbadamosi Emmanuel Oluwatosin,Mechanical Engineer || Photographer || In Christ Alone || Love to be good to myself and others. Karma goes around. Don't fuck with me. IG @emmyxztoo5.,748.0,1323.0,1489.0,525.0,4.0,False,,
0.0,0.0,1.0,0.0,@OlanrewajuLOsho,Social distancing picture of the month of March #COVIDー19 . President @MBuhari being briefed by @DrEOEhanire  Nigeria Minister of Health and @NCDCgov Head Dr. @Chikwe_I . Retweet with your social distancing quote or picture of the month and become a social distancing STAR. https://t.co/TbsmC4xMIc,2020-04-02 00:08:32,en,,1.0,0.0,,Olanrewaju L. Osho,"Change strategist, pastor,social entrepreneur, author, life coach and road safety crusader, development architect. https://t.co/R38niBkpwq",164.0,170.0,137.0,93.0,5.0,False,,
0.195,0.0,0.805,0.4404,@belloridwana,@9jamuncher @NGRPresident @GarShehu @MBuhari Hope this not the official page of this man,2020-04-02 00:08:09,en,,0.0,0.0,@9jamuncher,bello ridwan a,,41.0,15.0,58.0,18.0,0.0,False,,
0.25,0.136,0.614,0.3818,@SymplySola,"I still can’t get over this scathing attack by the @ImamOfPeace on @Mbuhari.

Thanks for sharing @UnlimitedEniola  https://t.co/VSTEIJQvIG",2020-04-02 00:07:51,en,,1.0,0.0,,Call Me Shola,Team Lead @yeswebsitescom | Music Fanatic | Single & Searching Seriously for Companies in need of Web Admins and Content Writers #BooOfTheBooless,46319.0,43101.0,12982.0,12922.0,34.0,False,,
0.176,0.0,0.824,0.4588,@NatashaChima,"@renoomokri @MBuhari I took luv diz man,d guy tweet dey give me Joy😪very intelligent 👏👏👏👏👏 https://t.co/L3pL7hg7er",2020-04-02 00:07:51,en,,1.0,0.0,@renoomokri,mhiz queency♥️🔱,"smart, easy going..😊😊",776.0,7283.0,139.0,309.0,0.0,False,,
0.0,0.0,1.0,0.0,@3_Oooz,"Amidst this pandemonium...
People still think this...
@MBuhari now I see the reason for Social media laws... https://t.co/oBjtzODb41",2020-04-02 00:07:50,en,,0.0,0.0,,i_am_Sermon,Maturity is neither LIE nor TRUE...,113.0,166.0,121.0,14.0,0.0,False,,
0.331,0.0,0.669,0.9307,@AbayomiAdebanji,@renoomokri @MBuhari Though I need this money Sir but  having your book is more important. Please Sir I will be glad if you can gift me your book or give me a 60% discount. 🙏🙏🙏@renoomokri,2020-04-02 00:07:46,en,,0.0,0.0,@renoomokri,OfficialAdebanji,Seek perfection..... But you can tolerate Excellence.,2063.0,1856.0,1685.0,882.0,0.0,False,,
0.0,0.0,1.0,0.0,@HeartOfGod_LOVE,@renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari Are you a pdp members?,2020-04-02 00:07:43,en,,0.0,0.0,@renoomokri,MAN OF GOD,,3136.0,217.0,1356.0,342.0,1.0,False,,
0.0,0.143,0.857,-0.4278,@Abdullekkan,@NigerStateNG WHY THE 20% CUT FROM THE SALARY OF LOCAL GOVERNMENT STAFF  IN NIGER STATE?@HonBago @chiefpressngs @iamumarnasko @MBuhari,2020-04-02 00:07:25,en,,0.0,0.0,@NigerStateNG,1st born,Gentle and free,251.0,493.0,667.0,203.0,0.0,False,,
0.074,0.146,0.78,-0.5291,@belloridwana,"@NGRPresident @MBuhari Fumigate the country, let's every Nigerian get tested, use trillion of Naira donated to build at least 3 world class hospitals pls we don't want to hear that you share the money. Cursing people in the time hardship is very dangerous",2020-04-02 00:07:11,en,,0.0,0.0,@NGRPresident,bello ridwan a,,41.0,15.0,58.0,18.0,0.0,False,,
0.144,0.181,0.674,-0.1531,@HeartOfGod_LOVE,"@renoomokri @Adeolu16572819 @NGRPresident @GarShehu @GEJonathan @MBuhari Let no man deceive himself. If any man among you seemeth to be wise in this world, let him become a fool, that he may be wise.
1 Corinthians 3:18",2020-04-02 00:06:56,en,,0.0,0.0,@renoomokri,MAN OF GOD,,3136.0,217.0,1356.0,342.0,1.0,False,,
0.0,0.158,0.842,-0.7003,@juniorkofo,"Sir @MBuhari , we are doing battle of the hits and not only did MasterKraft bully Pheelz, he carried stripper to come and do video vixen for him. Inside this quarantine. She wore pink.",2020-04-02 00:06:49,en,,0.0,0.0,,Juniorkofo,"Don't Give up on your Dreams, Keep Sleeping🖕",3086.0,1421.0,829.0,164.0,0.0,False,,
0.161,0.0,0.839,0.3612,@DonaldVictor19,@ElvisChinedu12 @MaziNnamdiKanu @MBuhari +221703509870 thank you as I wait to listen to our leader broadcast,2020-04-02 00:05:47,en,,0.0,0.0,@ElvisChinedu12,Donald Victor,,38.0,46.0,25.0,21.0,0.0,False,,
0.0,0.0,1.0,0.0,@Ibeh_riberism,@PremiumTimesng Tomorrow @MBuhari will come and claim victory,2020-04-02 00:04:55,en,,0.0,0.0,@PremiumTimesng,Of gods and Zeus,🙉🙈🙊,5702.0,479.0,199.0,54.0,0.0,False,,
0.0,0.0,1.0,0.0,@yungkheengz,@SympLySimi @MBuhari My sister even for niger state.. the power state.. we had to beg before they gave us 12/24 atm,2020-04-02 00:04:07,en,,5.0,0.0,@SympLySimi,king bawa,I AM YFK | RAPPER | ACTOR | ENGR | call +234 706 927 3605 for bookings..... VOICE OF AREWA out now !!,34971.0,104.0,1544.0,17228.0,34.0,False,,
0.235,0.083,0.682,0.6124,@c_onyemaobi,"@aishambuhari Mama we are hungry &amp; a hungry man is an angry man.
We need a Presidential help from Baba @MBuhari please Ma.
Onyemaobi Israel. C.
First Bank Plc
3040070060
Thanks Ma in anticipation",2020-04-02 00:03:59,en,,0.0,0.0,@aishambuhari,ONYEMAOBI ISRAEL C.,My Jovial Nature,113.0,30.0,364.0,29.0,0.0,False,,
0.193,0.11,0.696,0.5106,@Aquin24850714,"@MBuhari Good morning my president, please sir me n my family are having financial problem, living in Lagos without money and food is heartbreaking especially in this lockdown because of Covid-19. Please we need assistance.
 Chukwuegu Aqueen
3051149316
Polaris bank. Thank you sir",2020-04-02 00:03:13,en,,0.0,0.0,@MBuhari,Aquin,I don't accommodate nonsense.. am a very straight forward person.,32.0,50.0,36.0,5.0,0.0,False,,
0.0,0.0,1.0,0.0,@obnnar,@renoomokri @albertkorede @MBuhari 😂😂😂😂,2020-04-02 00:03:08,und,,0.0,0.0,@renoomokri,Dr.Obie,Proudly IGBO. Medical Doctor. General Surgery🌍 '' ease is a greater threat to progress than hardship'' -D. Washington 📚✒💼,813.0,2845.0,315.0,210.0,0.0,False,,
0.137,0.0,0.863,0.5574,@M_square__auwal,"To Abuja and kaduna which already have cases of #COVIDー19  with Abuja even the second highest. Please sirs understand with us we need ventilators. Please.

@MBuhari 
@GarShehu 
@BashirAhmaad 
@renoomokri 
@ShehuSani 
@Safeeyan3",2020-04-02 00:03:07,en,NG,0.0,0.0,@M_square__auwal,محمد,Metabolite,8256.0,8479.0,1256.0,1535.0,0.0,False,,
0.0,0.0,1.0,0.0,@4evauche,@renoomokri @NGRPresident @GarShehu @GEJonathan @MBuhari What goes around comes around..,2020-04-02 00:02:55,en,,1.0,0.0,@renoomokri,Stay Alert,#iamme #stilliRise #iloveGOD #ilovemusic #iloveme #iloveU #iamdbestofmykind #Historian #11/11 #iFB #madeofblack #iretweet #animallover #naturelover,8622.0,13570.0,5002.0,4324.0,7.0,False,,
0.0,0.212,0.788,-0.5423,@Charles16900685,@BashirAhmaad @FMHDSD @Sadiya_farouq @MBuhari @HUPcct How do you determine the who is the poorest?,2020-04-02 00:02:34,en,,0.0,0.0,@BashirAhmaad,Charles,I'm me,342.0,747.0,21.0,7.0,0.0,False,,
0.0,0.0,1.0,0.0,@Valerie45490992,@renoomokri @MBuhari 5860019116. Ecobank.,2020-04-02 00:02:08,in,,0.0,0.0,@renoomokri,valerie,"Jesus baby❤
                         chocolate anytime😋
I love having fun💃
                              IG: I.y.a.m.b.a
                 I follow back🤞",101.0,309.0,319.0,54.0,0.0,False,,
0.195,0.0,0.805,0.34,@KelvinOsaigbov1,"@RealRita12 @ivory83nzou @UBAGroup @MBuhari Well it's their money, they can do whatever they want with it.",2020-04-02 00:02:02,en,,1.0,0.0,@RealRita12,Nobody,"I just want to breathe, have my space,love.
I just want to be happy,ehn that's all",149.0,334.0,267.0,33.0,0.0,False,,
